year,date,nitrogen_treatment,fruit_number,fresh_matter_g,dry_matter_g,day_of_year,days_since_weather_start,tmax_c,tmin_c,tmean_c,rhmax_pct,rhmin_pct,rhmean_pct,solar_radiation,gdd_base_10,cumulative_gdd_base_10,cumulative_solar_radiation,tmean_7d,solar_radiation_7d,rhmean_7d,n_fruit_size_samples,mean_fruit_diameter_mm,mean_fruit_length_mm,mean_individual_fruit_fresh_weight_g,n_condition_observed,mean_tagged_fruit_diameter_mm,n_tagged_fruit_diameter_mm_observations,mean_tagged_fruit_length_mm,n_tagged_fruit_length_mm_observations,mean_tagged_fruit_fresh_matter_g,n_tagged_fruit_fresh_matter_g_observations,mean_tagged_fruit_lifespan,n_tagged_fruit_lifespan_observations
2022,2022-07-29,0N,2,17.33,2.28,210,66,27.88,18.7,22.81434782608696,69.7,36.9,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,2.0,24.915,,8.665,0.0,16.3485,20.0,,,,,,
2022,2022-07-29,100N,6,63.53,7.22,210,66,27.88,18.7,22.81434782608696,69.7,36.9,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,6.0,24.798333333333332,,10.588333333333333,0.0,16.3485,20.0,,,,,,
2022,2022-07-29,150N,4,45.13,5.16,210,66,27.88,18.7,22.81434782608696,69.7,36.9,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,4.0,25.8,,11.2825,0.0,16.3485,20.0,,,,,,
2022,2022-07-29,50N,5,47.68,5.48,210,66,27.88,18.7,22.81434782608696,69.7,36.9,53.41304347826087,5.395860230630623,12.814347826086959,981.2273913043476,378.16374223058756,23.117763975155277,4.974990816564348,58.00248447204969,5.0,25.832,,9.536,0.0,16.3485,20.0,,,,,,
2022,2022-08-02,0N,1,5.15,0.77,214,70,36.68,19.83,27.59608695652174,71.8,44.3,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,1.0,21.76,,5.15,0.0,20.262,20.0,,,,,,
2022,2022-08-02,100N,11,91.63,11.85,214,70,36.68,19.83,27.59608695652174,71.8,44.3,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,11.0,24.69545454545454,,8.33,0.0,20.262,20.0,,,,,,
2022,2022-08-02,150N,4,33.35,4.98,214,70,36.68,19.83,27.59608695652174,71.8,44.3,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,4.0,24.535,,8.3375,0.0,20.262,20.0,,,,,,
2022,2022-08-02,50N,5,39.46,5.8,214,70,36.68,19.83,27.59608695652174,71.8,44.3,58.36521739130435,6.053534178088547,17.59608695652174,1045.349565217391,402.54779842007315,24.795279503105593,6.0077799098373585,54.911180124223606,5.0,24.954,,7.892,0.0,20.262,20.0,,,,,,
2022,2022-08-05,0N,5,30.3,5.09,217,73,36.09,20.92,27.381304347826084,70.3,33.5,53.90434782608696,6.744214067147518,17.381304347826084,1095.1086956521738,422.91979904160905,26.268757763975156,6.393722401574483,54.608074534161496,5.0,23.462,,6.0600000000000005,0.0,18.377000000000002,20.0,,,,,,
2022,2022-08-05,100N,4,31.37,3.53,217,73,36.09,20.92,27.381304347826084,70.3,33.5,53.90434782608696,6.744214067147518,17.381304347826084,1095.1086956521738,422.91979904160905,26.268757763975156,6.393722401574483,54.608074534161496,4.0,26.1875,,7.842499999999999,0.0,18.377000000000002,20.0,,,,,,
